index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
17320,F,N,Y,0,495000.0,Commercial associate,Higher education,Married,House / apartment,29.27123287671233,2.8273972602739725,1,0,0,0,Accountants,2.0,26.0,2.0
17321,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.441095890410956,1.3808219178082193,1,0,0,0,Laborers,2.0,17.0,2.0
17322,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.917808219178085,0.0,1,0,0,0,No job,2.0,43.0,2.0
17323,M,Y,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,31.884931506849316,13.723287671232876,1,0,1,0,Laborers,3.0,38.0,2.0
17324,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,51.534246575342465,10.493150684931507,1,1,0,0,Laborers,2.0,34.0,2.0
17325,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,50.983561643835614,0.0,1,0,1,0,No job,2.0,54.0,2.0
17326,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61.1013698630137,0.0,1,0,0,0,No job,2.0,44.0,2.0
17327,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,44.35068493150685,0.8465753424657534,1,1,1,1,Sales staff,2.0,26.0,2.0
17328,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,52.16438356164384,3.841095890410959,1,1,1,0,Managers,3.0,39.0,2.0
17329,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,23.123287671232877,3.304109589041096,1,0,0,0,Sales staff,2.0,3.0,1.0
17330,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,Office apartment,31.008219178082193,9.123287671232877,1,0,0,0,Managers,3.0,6.0,0.0
17331,M,N,Y,0,148500.0,Working,Secondary / secondary special,Married,House / apartment,32.775342465753425,8.893150684931507,1,0,0,0,Laborers,2.0,2.0,0.0
17332,F,N,Y,0,121500.0,Pensioner,Higher education,Married,House / apartment,67.32876712328768,0.0,1,0,1,0,No job,2.0,9.0,2.0
17333,M,Y,Y,2,337500.0,State servant,Secondary / secondary special,Married,Office apartment,35.553424657534244,10.876712328767123,1,0,0,0,Laborers,4.0,41.0,1.0
17334,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,37.010958904109586,2.8164383561643835,1,0,0,0,Laborers,3.0,17.0,2.0
17335,F,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,26.54794520547945,3.2684931506849315,1,0,0,0,Core staff,1.0,44.0,2.0
17336,F,N,N,0,90000.0,State servant,Higher education,Civil marriage,Office apartment,54.443835616438356,12.353424657534246,1,1,0,0,No job,2.0,11.0,2.0
17337,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.76712328767123,0.5123287671232877,1,0,0,0,Core staff,2.0,26.0,1.0
17338,F,N,Y,0,225000.0,Working,Higher education,Widow,House / apartment,56.26849315068493,15.136986301369863,1,1,0,0,Sales staff,1.0,4.0,2.0
17339,M,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,58.010958904109586,1.8,1,1,0,1,No job,2.0,20.0,2.0
17340,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,52.986301369863014,0.0,1,0,1,0,No job,1.0,36.0,2.0
17341,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,43.59178082191781,8.76986301369863,1,0,0,0,High skill tech staff,3.0,41.0,1.0
17342,F,Y,Y,1,234000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.767123287671232,4.057534246575343,1,0,0,0,Sales staff,3.0,27.0,2.0
17343,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.50410958904109,0.0,1,0,1,0,No job,2.0,57.0,2.0
17344,M,N,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,31.824657534246576,9.161643835616438,1,1,1,0,Laborers,2.0,38.0,0.0
17345,F,N,Y,0,328500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,57.36986301369863,0.0,1,0,0,0,No job,2.0,39.0,2.0
17346,F,Y,Y,0,810000.0,Commercial associate,Incomplete higher,Married,House / apartment,42.12328767123287,17.85753424657534,1,0,0,0,Managers,2.0,40.0,1.0
17347,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,24.542465753424658,0.5945205479452055,1,1,1,0,Drivers,1.0,1.0,1.0
17348,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49.679452054794524,9.838356164383562,1,0,1,1,No job,1.0,9.0,2.0
17349,F,Y,N,1,135000.0,Working,Higher education,Civil marriage,Rented apartment,34.463013698630135,4.531506849315068,1,0,0,0,No job,3.0,38.0,1.0
17350,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,25.5972602739726,3.9917808219178084,1,0,0,0,Waiters/barmen staff,1.0,33.0,2.0
17351,F,N,Y,0,166500.0,Commercial associate,Higher education,Widow,House / apartment,55.95068493150685,6.3780821917808215,1,0,0,0,Cleaning staff,1.0,29.0,2.0
17352,F,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35.31506849315068,14.682191780821919,1,0,0,0,Laborers,3.0,8.0,2.0
17353,F,Y,N,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.43013698630137,8.284931506849315,1,0,0,0,Medicine staff,1.0,1.0,1.0
17354,M,Y,Y,2,121500.0,Working,Secondary / secondary special,Married,House / apartment,30.112328767123287,1.7452054794520548,1,0,0,0,Laborers,4.0,14.0,2.0
17355,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,25.534246575342465,6.183561643835616,1,0,0,0,High skill tech staff,3.0,11.0,0.0
17356,M,N,N,0,225000.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,32.224657534246575,0.8027397260273973,1,0,0,0,Laborers,1.0,31.0,2.0
17357,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,51.28493150684932,4.035616438356165,1,1,1,0,Laborers,3.0,52.0,2.0
17358,M,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,36.78356164383562,18.5013698630137,1,0,0,1,Laborers,3.0,10.0,0.0
17359,F,N,Y,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,31.4,3.2986301369863016,1,1,1,0,Cleaning staff,3.0,10.0,0.0
17360,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,27.145205479452056,5.6657534246575345,1,0,0,0,Sales staff,2.0,10.0,2.0
17361,M,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,22.58082191780822,2.1945205479452055,1,1,0,0,Laborers,1.0,8.0,2.0
17362,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.865753424657534,4.756164383561644,1,0,1,0,Sales staff,3.0,27.0,1.0
17363,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,39.92602739726028,0.684931506849315,1,1,0,0,No job,2.0,25.0,1.0
17364,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,52.38356164383562,7.032876712328767,1,0,1,0,Laborers,2.0,37.0,2.0
17365,F,Y,N,0,81000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,38.78630136986301,6.435616438356164,1,0,0,0,Laborers,2.0,27.0,2.0
17366,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,47.12876712328767,4.895890410958904,1,0,0,0,Sales staff,2.0,21.0,1.0
17367,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,37.775342465753425,1.7534246575342465,1,1,0,0,Laborers,3.0,51.0,2.0
17368,F,N,Y,1,675000.0,Commercial associate,Higher education,Married,House / apartment,43.40547945205479,3.83013698630137,1,0,1,0,Sales staff,3.0,14.0,2.0
17369,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,40.6958904109589,9.638356164383561,1,1,0,0,Drivers,2.0,34.0,2.0
17370,F,N,Y,0,153000.0,Working,Higher education,Single / not married,House / apartment,29.484931506849314,1.8712328767123287,1,0,1,0,Core staff,1.0,21.0,2.0
17371,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.63013698630137,7.947945205479452,1,0,0,0,Sales staff,2.0,43.0,1.0
17372,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.47945205479452,2.5424657534246577,1,0,0,0,Accountants,2.0,52.0,2.0
17373,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.441095890410956,1.3808219178082193,1,0,0,0,Laborers,2.0,28.0,2.0
17374,M,N,N,0,121500.0,State servant,Incomplete higher,Single / not married,House / apartment,24.512328767123286,4.413698630136986,1,1,0,0,Laborers,1.0,28.0,2.0
17375,F,N,Y,0,58500.0,Pensioner,Higher education,Married,House / apartment,56.59452054794521,0.0,1,0,0,0,No job,2.0,23.0,2.0
17376,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.441095890410956,0.0,1,0,0,0,No job,1.0,12.0,2.0
17377,F,N,N,0,157500.0,State servant,Secondary / secondary special,Single / not married,With parents,26.35890410958904,4.846575342465753,1,0,0,0,Medicine staff,1.0,40.0,2.0
17378,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,36.88493150684931,2.1013698630136988,1,0,0,0,Core staff,1.0,16.0,0.0
17379,F,N,Y,1,67500.0,Working,Higher education,Married,House / apartment,30.52054794520548,2.7150684931506848,1,0,0,0,Managers,3.0,10.0,2.0
17380,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,38.71232876712329,7.882191780821918,1,1,1,1,Private service staff,2.0,22.0,2.0
17381,M,N,Y,3,494100.0,Commercial associate,Higher education,Married,House / apartment,36.29041095890411,5.764383561643836,1,0,0,0,Managers,5.0,39.0,1.0
17382,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,45.515068493150686,8.863013698630137,1,0,0,0,No job,3.0,55.0,2.0
17383,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,50.64109589041096,16.528767123287672,1,0,1,0,Medicine staff,2.0,7.0,2.0
17384,M,Y,Y,0,222750.0,Working,Higher education,Married,House / apartment,46.42191780821918,3.627397260273973,1,0,0,0,Drivers,2.0,53.0,2.0
17385,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,27.649315068493152,2.673972602739726,1,0,0,0,No job,3.0,3.0,1.0
17386,F,Y,Y,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.12328767123287,8.767123287671232,1,0,0,1,Laborers,2.0,21.0,1.0
17387,M,Y,Y,0,360000.0,Commercial associate,Higher education,Married,House / apartment,62.016438356164386,8.427397260273972,1,0,0,0,Drivers,2.0,10.0,2.0
17388,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62.61369863013699,0.0,1,0,1,0,No job,1.0,33.0,2.0
17389,M,Y,N,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.19178082191781,19.06027397260274,1,0,1,0,No job,4.0,27.0,2.0
17390,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,33.69041095890411,8.753424657534246,1,0,0,0,Sales staff,3.0,34.0,0.0
17391,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,66.64931506849315,0.0,1,0,0,0,No job,2.0,33.0,1.0
17392,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,52.58904109589041,29.293150684931508,1,0,0,1,Managers,2.0,49.0,2.0
17393,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.3945205479452,0.0,1,0,0,0,No job,2.0,32.0,1.0
17394,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,54.2,10.936986301369863,1,0,0,0,Managers,2.0,-0.0,1.0
17395,M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,37.74246575342466,1.632876712328767,1,0,0,0,Managers,4.0,36.0,1.0
17396,F,N,Y,1,180000.0,State servant,Higher education,Married,House / apartment,30.052054794520547,9.547945205479452,1,0,0,1,High skill tech staff,3.0,5.0,1.0
17397,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,39.16438356164384,5.706849315068493,1,1,1,0,Laborers,1.0,46.0,2.0
17398,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,30.005479452054793,9.8,1,1,0,0,Laborers,2.0,36.0,1.0
17399,M,Y,Y,0,337500.0,Commercial associate,Higher education,Married,House / apartment,55.87671232876713,7.347945205479452,1,0,0,0,Managers,2.0,26.0,1.0
17400,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,34.64109589041096,7.701369863013698,1,0,0,0,Laborers,2.0,48.0,1.0
17401,M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,34.23013698630137,2.6794520547945204,1,0,0,0,Laborers,1.0,31.0,2.0
17402,F,N,Y,3,112500.0,Working,Secondary / secondary special,Widow,House / apartment,45.16164383561644,1.0136986301369864,1,0,0,0,Sales staff,4.0,21.0,0.0
17403,M,N,Y,0,225000.0,Pensioner,Higher education,Civil marriage,House / apartment,45.25479452054795,0.0,1,0,0,0,No job,2.0,8.0,1.0
17404,F,N,N,0,135000.0,Pensioner,Higher education,Widow,House / apartment,58.16986301369863,0.0,1,0,1,0,No job,1.0,33.0,1.0
17405,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,26.186301369863013,5.972602739726027,1,0,0,0,Laborers,1.0,4.0,2.0
17406,M,Y,Y,2,243000.0,State servant,Higher education,Married,House / apartment,28.676712328767124,0.547945205479452,1,0,0,0,Core staff,4.0,11.0,1.0
17407,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,53.271232876712325,7.758904109589041,1,0,0,0,No job,2.0,26.0,0.0
17408,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,58.83287671232877,3.106849315068493,1,0,0,0,Security staff,2.0,29.0,2.0
17409,F,N,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,38.99178082191781,3.8465753424657536,1,0,1,0,Sales staff,2.0,1.0,1.0
17410,F,N,N,1,202500.0,State servant,Higher education,Separated,House / apartment,36.14246575342466,10.523287671232877,1,0,0,0,Core staff,2.0,32.0,2.0
17411,M,N,Y,0,225000.0,Working,Lower secondary,Married,Municipal apartment,28.945205479452056,2.221917808219178,1,1,1,0,No job,2.0,32.0,1.0
17412,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.88493150684931,15.068493150684931,1,0,0,1,Core staff,2.0,52.0,1.0
17413,F,N,N,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,54.8986301369863,0.0,1,0,0,0,No job,2.0,36.0,2.0
17414,M,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,60.24657534246575,0.0,1,0,1,0,No job,2.0,31.0,2.0
17415,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,57.66849315068493,0.0,1,0,0,0,No job,1.0,22.0,0.0
17416,M,Y,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,32.16438356164384,4.2465753424657535,1,1,0,1,No job,4.0,2.0,1.0
17417,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,65.47671232876712,0.0,1,0,0,0,No job,2.0,2.0,1.0
17418,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,43.18082191780822,8.693150684931506,1,0,0,0,Laborers,4.0,25.0,1.0
17419,F,Y,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,32.37260273972603,4.383561643835616,1,0,0,0,Accountants,4.0,51.0,2.0
17420,F,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,32.76986301369863,6.093150684931507,1,1,0,0,Accountants,2.0,11.0,2.0
17421,F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,28.224657534246575,2.010958904109589,1,0,0,0,Core staff,2.0,50.0,2.0
17422,F,Y,Y,2,157500.0,Working,Higher education,Married,House / apartment,32.367123287671234,4.205479452054795,1,0,0,0,Core staff,4.0,22.0,2.0
17423,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,43.62465753424657,2.632876712328767,1,0,0,0,Waiters/barmen staff,2.0,44.0,2.0
17424,F,Y,N,0,225000.0,Working,Higher education,Civil marriage,House / apartment,39.556164383561644,6.6657534246575345,1,0,0,0,Managers,2.0,48.0,2.0
17425,M,Y,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,42.23561643835617,4.624657534246575,1,1,1,0,No job,2.0,39.0,2.0
17426,M,N,N,1,396000.0,Working,Incomplete higher,Married,House / apartment,30.39178082191781,4.597260273972603,1,0,0,0,No job,3.0,6.0,1.0
17427,F,N,Y,2,180000.0,Working,Higher education,Married,House / apartment,31.671232876712327,1.2794520547945205,1,1,0,0,No job,4.0,45.0,2.0
17428,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.64383561643836,0.0,1,0,1,0,No job,2.0,7.0,2.0
17429,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,27.884931506849316,2.128767123287671,1,1,0,0,Sales staff,2.0,2.0,1.0
17430,F,N,Y,0,40500.0,Pensioner,Lower secondary,Married,House / apartment,65.56986301369864,0.0,1,0,0,0,No job,2.0,9.0,1.0
17431,M,Y,Y,0,207000.0,Pensioner,Higher education,Married,House / apartment,66.6082191780822,0.0,1,0,0,0,No job,2.0,11.0,1.0
17432,F,Y,Y,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,46.38356164383562,24.643835616438356,1,0,0,0,High skill tech staff,1.0,42.0,2.0
17433,F,N,Y,0,112500.0,Working,Higher education,Married,With parents,25.506849315068493,2.26027397260274,1,0,0,0,Core staff,2.0,26.0,2.0
17434,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40.11506849315069,0.9452054794520548,1,0,0,0,Cooking staff,3.0,6.0,0.0
17435,M,Y,N,1,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,42.49315068493151,0.0,1,0,0,0,No job,3.0,55.0,2.0
17436,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,64.0,1.284931506849315,1,0,0,0,No job,2.0,59.0,1.0
17437,M,Y,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,26.517808219178082,6.882191780821918,1,1,1,0,Sales staff,1.0,43.0,0.0
17438,F,Y,N,0,225000.0,Working,Higher education,Civil marriage,House / apartment,39.556164383561644,6.6657534246575345,1,0,0,0,Managers,2.0,55.0,2.0
17439,F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,24.55068493150685,2.5287671232876714,1,1,0,1,Core staff,2.0,21.0,2.0
17440,F,N,N,0,270000.0,Working,Higher education,Single / not married,House / apartment,42.76986301369863,8.104109589041096,1,0,0,0,Laborers,1.0,51.0,2.0
17441,M,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,37.06027397260274,3.158904109589041,1,0,0,0,High skill tech staff,2.0,24.0,1.0
17442,F,N,N,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,42.63835616438356,0.8465753424657534,1,0,0,0,Cooking staff,2.0,8.0,2.0
17443,F,N,Y,0,112500.0,Working,Lower secondary,Civil marriage,Municipal apartment,33.76712328767123,1.4684931506849315,1,0,0,0,Cleaning staff,2.0,26.0,1.0
17444,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.88767123287671,0.0,1,0,0,0,No job,2.0,5.0,1.0
17445,F,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,32.38904109589041,2.0246575342465754,1,0,0,1,Sales staff,2.0,5.0,2.0
17446,F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,31.164383561643834,3.3863013698630136,1,0,0,0,Sales staff,1.0,21.0,2.0
17447,F,Y,N,0,112500.0,Working,Higher education,Married,With parents,28.698630136986303,4.909589041095891,1,1,1,0,Core staff,2.0,54.0,1.0
17448,M,Y,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,35.967123287671235,3.813698630136986,1,0,0,0,Laborers,2.0,29.0,2.0
17449,F,N,N,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.35890410958904,12.463013698630137,1,1,1,0,Laborers,4.0,23.0,2.0
17450,F,N,N,1,157500.0,Working,Higher education,Married,House / apartment,36.07397260273972,4.495890410958904,1,0,0,0,Sales staff,3.0,5.0,2.0
17451,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,35.02191780821918,3.3013698630136985,1,0,0,0,Core staff,2.0,32.0,2.0
17452,F,N,Y,0,292500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,54.02191780821918,2.5342465753424657,1,1,0,0,Medicine staff,1.0,53.0,0.0
17453,M,Y,Y,0,517500.0,Pensioner,Higher education,Married,House / apartment,45.153424657534245,0.0,1,0,0,0,No job,2.0,15.0,2.0
17454,F,Y,Y,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,42.30958904109589,0.7945205479452054,1,0,0,0,Sales staff,3.0,20.0,2.0
17455,F,N,Y,3,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,31.991780821917807,9.194520547945206,1,0,0,0,Laborers,5.0,3.0,1.0
17456,F,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,47.326027397260276,3.6931506849315068,1,0,1,0,Laborers,2.0,38.0,2.0
17457,M,Y,Y,1,427500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,43.25479452054795,1.178082191780822,1,0,0,0,No job,3.0,34.0,0.0
17458,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,61.654794520547945,0.0,1,0,1,0,No job,1.0,27.0,0.0
17459,M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,35.78630136986301,1.3726027397260274,1,0,1,0,Drivers,2.0,19.0,2.0
17460,M,Y,N,1,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.227397260273975,23.23013698630137,1,0,0,0,Private service staff,3.0,23.0,2.0
17461,F,Y,Y,0,157500.0,Working,Higher education,Married,Co-op apartment,60.78082191780822,0.9506849315068493,1,1,0,0,Accountants,2.0,-0.0,1.0
17462,F,N,Y,0,202500.0,Commercial associate,Higher education,Single / not married,Co-op apartment,33.413698630136984,6.076712328767123,1,0,0,0,Accountants,1.0,39.0,2.0
17463,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Rented apartment,43.895890410958906,24.8,1,0,0,0,Sales staff,2.0,7.0,2.0
17464,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,51.62739726027397,21.545205479452054,1,1,0,0,No job,2.0,6.0,2.0
17465,M,Y,N,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,33.1945205479452,0.536986301369863,1,1,1,0,Drivers,3.0,39.0,2.0
17466,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.63013698630137,7.947945205479452,1,0,0,0,Sales staff,2.0,17.0,1.0
17467,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,34.863013698630134,4.468493150684932,1,0,0,0,Core staff,4.0,42.0,0.0
17468,M,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,41.45479452054794,4.016438356164383,1,0,0,1,No job,3.0,53.0,0.0
17469,M,N,N,0,270000.0,Working,Incomplete higher,Single / not married,House / apartment,23.791780821917808,0.5972602739726027,1,0,0,0,No job,1.0,6.0,0.0
17470,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,32.61643835616438,6.767123287671233,1,0,1,1,Cooking staff,2.0,46.0,2.0
17471,F,N,N,2,157500.0,State servant,Higher education,Married,House / apartment,34.61917808219178,14.643835616438356,1,0,0,0,Medicine staff,4.0,24.0,2.0
17472,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.59178082191781,0.0,1,0,0,0,No job,1.0,52.0,2.0
17473,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,58.12328767123287,2.213698630136986,1,0,0,0,Medicine staff,2.0,7.0,2.0
17474,F,Y,Y,0,85500.0,Working,Higher education,Married,House / apartment,50.515068493150686,26.64109589041096,1,0,1,0,Core staff,2.0,40.0,0.0
17475,F,N,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,33.00547945205479,13.139726027397261,1,0,0,0,Medicine staff,3.0,28.0,2.0
17476,F,N,Y,1,121500.0,Working,Incomplete higher,Single / not married,House / apartment,37.28493150684932,4.441095890410959,1,0,0,0,No job,2.0,25.0,2.0
17477,M,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,40.47123287671233,0.42191780821917807,1,0,0,0,Laborers,1.0,33.0,0.0
17478,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,56.917808219178085,0.0,1,0,1,0,No job,1.0,14.0,2.0
17479,M,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,26.882191780821916,0.9260273972602739,1,0,0,0,Sales staff,1.0,21.0,2.0
17480,M,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,43.6,8.471232876712328,1,0,1,0,No job,3.0,44.0,2.0
17481,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,66.64931506849315,0.0,1,0,0,0,No job,2.0,42.0,2.0
17482,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62.92876712328767,0.0,1,0,1,0,No job,1.0,43.0,2.0
17483,M,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,47.273972602739725,13.32876712328767,1,0,0,0,Laborers,2.0,25.0,2.0
17484,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,29.246575342465754,3.5178082191780824,1,1,0,0,Core staff,2.0,23.0,2.0
17485,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,47.09315068493151,12.391780821917807,1,0,0,0,Managers,2.0,14.0,2.0
17486,M,Y,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,53.843835616438355,31.046575342465754,1,0,0,0,Drivers,2.0,51.0,2.0
17487,F,Y,Y,1,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,29.284931506849315,7.723287671232876,1,0,0,0,No job,3.0,16.0,0.0
17488,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.50684931506849,6.86027397260274,1,0,1,1,Laborers,1.0,55.0,0.0
17489,F,N,Y,0,108000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,62.6,0.0,1,0,0,0,No job,2.0,20.0,1.0
17490,F,Y,Y,0,175500.0,Working,Secondary / secondary special,Married,House / apartment,49.46027397260274,8.605479452054794,1,0,0,0,Sales staff,2.0,16.0,1.0
17491,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,49.726027397260275,4.964383561643835,1,0,0,0,Drivers,3.0,10.0,0.0
17492,M,Y,Y,1,135000.0,State servant,Higher education,Married,House / apartment,24.58082191780822,0.3972602739726027,1,0,0,1,Core staff,3.0,7.0,2.0
